TSM_Server,Node,Server,Occ_GB,Cost,
HDCTSM03,HNAQXWVBRLDAP01,HNAQXWVBRLDAP01,27.93,Virtual,$1.95
HDCTSM03,HNAUXWRPAAPP01,HNAUXWRPAAPP01,27.87,Virtual,$1.95
HDCTSM03,WD_HNAQXWADFSAP01,HNAQXWADFSAP01,27.86,Virtual,$1.95
HDCTSM03,HNAUXWRPAAPP02,HNAUXWRPAAPP02,27.81,Virtual,$1.94
HDCTSM03,HNAQXWURBDBCL01_CLU,HNAQXWURBDB01,27.69,Virtual,$1.93
HDCTSM03,TAHMDCLNGADB01_DB2,tahmdclngadb01,27.67,Virtual,$1.93
HDCTSM03,D_AHMQXWWARAPP02,AHMQXWWARAPP02,27.63,Virtual,$1.93
HDCTSM03,WD_HNADXWADFSAP01,HNADXWADFSAP01,27.62,Virtual,$1.93
HDCTSM03,HNAQXWVOCAPP02,HNAQXWVOCAPP02,27.5,Virtual,$1.92
HDCTSM03,WD_HNAQXWADFSAP02,HNAQXWADFSAP02,27.47,Virtual,$1.92
HDCTSM03,INQXLDXPAPP01,inqxldxpapp01,27.35,Virtual,$1.91
HDCTSM03,D_INDXWSHRPNT01,INDXWSHRPNT01,27.17,Virtual,$1.90
HDCTSM03,HNAUXLEOSDB01,hnauxleosdb01,27.15,Virtual,$1.90
HDCTSM03,HNAUXLNCMLDB01,hnauxlncmldb01,26.94,Virtual,$1.88
HDCTSM03,DAHMLGSPDS102,dahmlgspds102,26.89,Virtual,$1.88
HDCTSM03,HNACXLCPSDCCAMQ02,hnacxlcpsdccamq02,26.87,Virtual,$1.88
HDCTSM03,HAMQXWOPMAPE001,HAMQXWOPMAPE001,26.82,Virtual,$1.87
HDCTSM03,HNADXWISOINF02,HNADXWISOINF02,26.74,Virtual,$1.87
HDCTSM03,HNADXWTRACAPP01,HNADXWTRACAPP01,26.74,Virtual,$1.87
HDCTSM03,HNADXLCPSDCCAMQ01,hnadxlcpsdccamq01,26.72,Virtual,$1.87
HDCTSM03,HNADXLMFADBV1_DB2,hnadxlmfadb01,26.69,Virtual,$1.86
HDCTSM03,CHCMIDMJBS2T2Q,chcmidmjbs2t2q,26.66,Virtual,$1.86
HDCTSM03,QAHMLGSPQR101,qahmlgspqr101,26.65,Virtual,$1.86
HDCTSM03,HNADXWACCAP01,HNADXWACCAP01,26.6,Virtual,$1.86
HDCTSM03,AHMTECQS02,AHMTECQS02,26.58,Virtual,$1.86
HDCTSM03,HNAUXLNAQWS01,hnauxlnaqws01,26.51,Virtual,$1.85
HDCTSM03,CHCMBATCHT2Q,chcmbatcht2q,26.48,Virtual,$1.85
HDCTSM03,HDCDEV63,HDCDEV63,26.38,Virtual,$1.84
HDCTSM03,HNASXWSPSAP02,HNASXWSPSAP02,26.11,Virtual,$1.82
HDCTSM03,QAHMWGSPSQL01_SQL,QAHMWGSPSQL01,26.11,Virtual,$1.82
HDCTSM03,GAHMLGSPFP202,gahmlgspfp202,26.08,Virtual,$1.82
HDCTSM03,HNAUXLCPSDCCAMQ04,hnauxlcpsdccamq04,26.07,Virtual,$1.82
HDCTSM03,QAHMWGSPQIR01,QAHMWGSPQIR01,26.04,Virtual,$1.82
HDCTSM03,INDXLMFADB02,indxlmfadb02,25.96,Virtual,$1.81
HDCTSM03,ECRMQW2,ecrmqw2,25.72,Virtual,$1.80
HDCTSM03,HFCQDW2,hfcqdw2,25.66,Virtual,$1.79
HDCTSM03,HNADXLOLDB01_DB2,hnadxloldb01,25.66,Virtual,$1.79
HDCTSM03,UAHMLGSPTE201,uahmlgspte201,25.58,Virtual,$1.79
HDCTSM03,HNADXLEDVDB01,hnadxledvdb01,25.5,Virtual,$1.78
HDCTSM03,HAMQXWAPP002,HAMQXWAPP002,25.47,Virtual,$1.78
HDCTSM03,HNAFLGSPFG1D1,hnaflgspfg1d1,25.35,Virtual,$1.77
HDCTSM03,HNAFLGSPFP1D1,hnaflgspfp1d1,25.25,Virtual,$1.76
HDCTSM03,HNAPXLAPPJMP01,hnapxlappjmp01,25.19,Virtual,$1.76
HDCTSM03,AIRQDB_ORA,airqdb,25.1,Virtual,$1.75
HDCTSM03,RAHMLGSPQP201,rahmlgspqp201,25,Virtual,$1.75
HDCTSM03,INDXWSTGSQL11_SQL,INDXWSTGSQL11,24.99,Virtual,$1.74
HDCTSM03,FAHMLGSPFE101,fahmlgspfe101,24.79,Virtual,$1.73
HDCTSM03,HNAFLGSPFR1D1,hnaflgspfr1d1,24.64,Virtual,$1.72
HDCTSM03,HNACXLCPSDFDAMQ01,hnacxlcpsdfdamq01,24.55,Virtual,$1.71
HDCTSM03,HNAQXLNGACBS02,hnaqxlngacbs02,24.43,Virtual,$1.71
HDCTSM03,HNAQXLMADPAP02,hnaqxlmadpap02,24.27,Virtual,$1.69
HDCTSM03,HNADXWPAMCCP01,HNADXWPAMCCP01,24.25,Virtual,$1.69
HDCTSM03,HNAFXLVTEXAPP01,hnafxlvtexapp01.amerhonda.com,24.18,Virtual,$1.69
HDCTSM03,HNAQXLTRACDB02,hnaqxltracdb02,24.16,Virtual,$1.69
HDCTSM03,HNAFLGSPFTX02,hnaflgspftx02,24.09,Virtual,$1.68
HDCTSM03,HNAQXLNAQJAV01,hnaqxlnaqjav01,24.02,Virtual,$1.68
HDCTSM03,HNAQXLMSIPJB01,hnaqxlmsipjb01,23.97,Virtual,$1.67
HDCTSM03,HFCQDW3,hfcqdw3,23.9,Virtual,$1.67
HDCTSM03,HNADXWPAMDAP01,HNADXWPAMDAP01,23.86,Virtual,$1.67
HDCTSM03,HNADXWVDICON02,HNADXWVDICON02,23.86,Virtual,$1.67
HDCTSM03,HDCDEV62,HDCDEV62,23.79,Virtual,$1.66
HDCTSM03,CHCMAMQ2T2Q,chcmamq2t2q,23.72,Virtual,$1.66
HDCTSM03,DHFCDCLIDLEDW01,dhfcdclidledw01,23.53,Virtual,$1.64
HDCTSM03,QAHMLGSPQG101,qahmlgspqg101,23.43,Virtual,$1.64
HDCTSM03,HNADXLNAQDB01_DB2,hnadxlnaqdb01,23.35,Virtual,$1.63
HDCTSM03,HNAQXLESFIS01,hnaqxlesfis01,23.33,Virtual,$1.63
HDCTSM03,HNADXLODMDB01_DB2,hnadxlodmdb01,23.23,Virtual,$1.62
HDCTSM03,FAHMLGSPFE106,fahmlgspfe106,23.2,Virtual,$1.62
HDCTSM03,AHMWPSDS02,AHMWPSDS02,22.91,Virtual,$1.60
HDCTSM03,HNAUXLCPSDFDAMQ06,hnauxlcpsdfdamq06,22.86,Virtual,$1.60
HDCTSM03,HNADXLEQDB01,hnadxleqdb01,22.79,Virtual,$1.59
HDCTSM03,HNAUXLGPCSAPB02,hnauxlgpcsapb02,22.77,Virtual,$1.59
HDCTSM03,FAHMLGSPFG101,fahmlgspfg101,22.75,Virtual,$1.59
HDCTSM03,DAHMLGSPDN101,dahmlgspdn101,22.68,Virtual,$1.58
HDCTSM03,HNAQXLODMDB02,hnaqxlodmdb02,22.65,Virtual,$1.58
HDCTSM03,HNAQXLPSADB01,hnaqxlpsadb01,22.63,Virtual,$1.58
HDCTSM03,HNAUXLCPSDCCAMQ02,hnauxlcpsdccamq02,22.63,Virtual,$1.58
HDCTSM03,M_HAMQMMCWSQL003,HAMQMMCWSQL003,22.6,Virtual,$1.58
HDCTSM03,FAHMLGSPFE104,fahmlgspfe104,22.57,Virtual,$1.57
HDCTSM03,HNADXLESZKS01,hnadxleszks01,22.47,Virtual,$1.57
HDCTSM03,HNAQXLODMDB01,hnaqxlodmdb01,22.46,Virtual,$1.57
HDCTSM03,HNADXWMEPOSQL01_SQL,HNADXWMEPOSQL01,22.39,Virtual,$1.56
HDCTSM03,HNAQXLNGACBS01,hnaqxlngacbs01,22.37,Virtual,$1.56
HDCTSM03,CHCMIDMPGS1T2Q,chcmidmpgs1t2q,22.29,Virtual,$1.56
HDCTSM03,GAHMLGSPFX202,gahmlgspfx202,22.27,Virtual,$1.55
HDCTSM03,HNAQXLMADPDB03,hnaqxlmadpdb03,22.13,Virtual,$1.54
HDCTSM03,HNASXLOTAAPP06,hnasxlotaapp06,22.07,Virtual,$1.54
HDCTSM03,FAHMLGSPFB103,fahmlgspfb103,21.82,Virtual,$1.52
HDCTSM03,DAHMLGSPDE101,dahmlgspde101,21.57,Virtual,$1.50
HDCTSM03,HNAFLGSPCS01,hnaflgspcs01,21.52,Virtual,$1.50
HDCTSM03,HNADXLRPXAPP01,hnadxlrpxapp01,21.49,Virtual,$1.50
HDCTSM03,HNATXLSMPAPP01,hnatxlsmpapp01,21.46,Virtual,$1.50
HDCTSM03,M_AHMPXWYMSPRT01,AHMPXWYMSPRT01,21.21,Virtual,$1.48
HDCTSM03,M_HMIPGRBWAPP576,HMIPGRBWAPP576,21.2,Virtual,$1.48
HDCTSM03,HNADXLODMDB01,hnadxlodmdb01,21.18,Virtual,$1.48
HDCTSM03,HNADXLSMPDB01,hnadxlsmpdb01,20.97,Virtual,$1.46
HDCTSM03,HNASXLCPSDFDAMQ02,hnasxlcpsdfdamq02,20.96,Virtual,$1.46
HDCTSM03,HNAQXLMSIPJB02,hnaqxlmsipjb02,20.85,Virtual,$1.45
HDCTSM03,REMEDYDEV,remedydev,20.77,Virtual,$1.45
HDCTSM03,HNADXLMSIPDB01,hnadxlmsipdb01,20.74,Virtual,$1.45
HDCTSM03,HNADXLCPSDFDAMQ01,hnadxlcpsdfdamq01,20.63,Virtual,$1.44
HDCTSM03,QAHMDCLNGTDB01A_DB2,qahmdclngtdb01.amerhonda.com,20.6,Virtual,$1.44
HDCTSM03,HNASXLCPSDCCAMQ01,hnasxlcpsdccamq01,20.35,Virtual,$1.42
HDCTSM03,HNADLGSPDJ102,hnadlgspdj102,20.19,Virtual,$1.41
HDCTSM03,D_HFCDXWDLDBCL01,HFCDXWDLDB002,20.18,Virtual,$1.41
HDCTSM03,D_HNAQXLBDAPPV01,hnaqxlbdapp01,20.15,Virtual,$1.41
HDCTSM03,D_HNAQXLBDAPP01,hnaqxlbdapp01,20.12,Virtual,$1.40
HDCTSM03,UAHMLGSPTG201,uahmlgsptg201,20.04,Virtual,$1.40
HDCTSM03,HNADXLIDPSPDB01,hnadxlidpspdb01,19.89,Virtual,$1.39
HDCTSM03,HNAQXLOTAAPP06,hnaqxlotaapp06,19.73,Virtual,$1.38
HDCTSM03,HNAQXLESZKS01,hnaqxleszks01,19.61,Virtual,$1.37
HDCTSM03,HNAQXLESFIS02,hnaqxlesfis02,19.6,Virtual,$1.37
HDCTSM03,HNANLGSPHPLUG01,hnanlgsphplug01,19.45,Virtual,$1.36
HDCTSM03,HNASXLCPSDFDAMQ01,hnasxlcpsdfdamq01,19.43,Virtual,$1.36
HDCTSM03,HNACXLCPSDCCAMQ01,hnacxlcpsdccamq01,19.24,Virtual,$1.34
HDCTSM03,HNAQXWEQSQLCL01_CLU,HNAQXWEQSQL01,19.21,Virtual,$1.34
HDCTSM03,HNADXLMADPDB01,hnadxlmadpdb01,19.09,Virtual,$1.33
HDCTSM03,AHMTMSDS06,AHMTMSDS06,19.06,Virtual,$1.33
HDCTSM03,HNAQXWVOCSQLCL1_CLU,HNAQXWVOCSQL01,19.02,Virtual,$1.33
HDCTSM03,HNADXLPSADB01,hnadxlpsadb01,18.94,Virtual,$1.32
HDCTSM03,DAHMLGSPDR101,dahmlgspdr101,18.61,Virtual,$1.30
HDCTSM03,FAHMLGSPFR102,fahmlgspfr102,18.55,Virtual,$1.29
HDCTSM03,FAHMLGSPFB106,fahmlgspfb106,18.35,Virtual,$1.28
HDCTSM03,HNADXLSPSDB01_DB2,hnadxlspsdb01,18.25,Virtual,$1.27
HDCTSM03,CHCMIDMJBS1T2Q,chcmidmjbs1t2q,18.16,Virtual,$1.27
HDCTSM03,CHCMIDMPGS2T2Q,chcmidmpgs2t2q,18.04,Virtual,$1.26
HDCTSM03,CHCMIDMWEB2T1Q,chcmidmweb2t1q,17.99,Virtual,$1.25
HDCTSM03,HNAQXLMADPAP01,hnaqxlmadpap01,17.98,Virtual,$1.25
HDCTSM03,HNASXLCPSDCCAMQ02,hnasxlcpsdccamq02,17.8,Virtual,$1.24
HDCTSM03,HNAQXLMADPDB01_DB2,hnaqxlmadpdb01,17.77,Virtual,$1.24
HDCTSM03,QAHMLGSPQN101,qahmlgspqn101,17.68,Virtual,$1.23
HDCTSM03,HNADXLALRTDB01,hnadxlalrtdb01,17.67,Virtual,$1.23
HDCTSM03,CHCMIDMWEB1T1Q,chcmidmweb1t1q,17.57,Virtual,$1.22
HDCTSM03,AHMDXWPASDB01_SQL,AHMDXWPASDB01,17.45,Virtual,$1.22
HDCTSM03,HNAQXLNCMLAPP01,hnaqxlncmlapp01,17.4,Virtual,$1.21
HDCTSM03,HNAQXLCPSDFDAMQ02,hnaqxlcpsdfdamq02,17.39,Virtual,$1.21
HDCTSM03,D_HNAQXWVTEXDB01_SQL,HNAQXWVTEXDB01,17.33,Virtual,$1.21
HDCTSM03,HNAUXLGPCSAPB01,hnauxlgpcsapb01,17.19,Virtual,$1.20
HDCTSM03,AHMQXLEQTDB01,ahmqxleqtdb01,17.13,Virtual,$1.19
HDCTSM03,DAHMLGSPDTX04,dahmlgspdtx04,17.03,Virtual,$1.19
HDCTSM03,CHEBIZMQ1T3Q,chebizmq1t3q,16.93,Virtual,$1.18
HDCTSM03,HNACXLCPSDFDAMQ02,hnacxlcpsdfdamq02,16.85,Virtual,$1.17
HDCTSM03,CHPUBZKQA2,chpubzkqa2,16.83,Virtual,$1.17
HDCTSM03,M_AHMPHALDAP01,ahmphaldap01,16.7,Virtual,$1.16
HDCTSM03,HNADXLNAQDB01,hnadxlnaqdb01,16.66,Virtual,$1.16
HDCTSM03,AHMDXWVTXRSQL01_SQL,AHMDXWVTXRSQL01,16.65,Virtual,$1.16
HDCTSM03,UAHMLGSPTB201,uahmlgsptb201,16.58,Virtual,$1.16
HDCTSM03,CHPUBZKQA1,chpubzkqa1,16.57,Virtual,$1.15
HDCTSM03,INDXLMFADB01_CLU_DB2,indxlmfadb01,16.49,Virtual,$1.15
HDCTSM03,WD_HNAQXLCVCH01A,hnaqxlcvch01a,16.32,Virtual,$1.14
HDCTSM03,WD_HNASXLCVCH02A,hnasxlcvch02a,16.32,Virtual,$1.14
HDCTSM03,CHPUBZKQA3,chpubzkqa3,16.31,Virtual,$1.14
HDCTSM03,HNAQXLALRTDB01,hnaqxlalrtdb01,16.14,Virtual,$1.12
HDCTSM03,FAHMLGSPFE105,fahmlgspfe105,16.08,Virtual,$1.12
HDCTSM03,ECRMQED1,ecrmqed1,16.06,Virtual,$1.12
HDCTSM03,HNAQWGSPDB31_SQL,HNAQWGSPDB31,15.96,Virtual,$1.11
HDCTSM03,FAHMLGSPFB101,fahmlgspfb101,15.94,Virtual,$1.11
HDCTSM03,DAHMLGSPDG101,dahmlgspdg101,15.68,Virtual,$1.09
HDCTSM03,D_HNADXLSPSDB01A_DB2,hnadxlspsdb01a,15.6,Virtual,$1.09
HDCTSM03,TIBMDCLPAT02,tibmdclpat02,15.56,Virtual,$1.08
HDCTSM03,HNAQXLNGACBS03,hnaqxlngacbs03,15.55,Virtual,$1.08
HDCTSM03,GAHMLGSPFR202,gahmlgspfr202,15.49,Virtual,$1.08
HDCTSM03,QAHMLGSPQF101,qahmlgspqf101,15.39,Virtual,$1.07
HDCTSM03,HNAQXLOCPMGT01,hnaqxlocpmgt01,15.24,Virtual,$1.06
HDCTSM03,HFCDXWCASMQB11_DB2,HFCDXWCASMQB11,15.11,Virtual,$1.05
HDCTSM03,WD_HNAQXLCVCH02A,hnaqxlcvch02a,15.07,Virtual,$1.05
HDCTSM03,HFCDDW10,hfcddw1,15.02,Virtual,$1.05
HDCTSM03,GAHMLGSPFG202,gahmlgspfg202,15.01,Virtual,$1.05
HDCTSM03,HNADXLVTEXAPP01,hnadlgspvtx01,15.01,Virtual,$1.05
HDCTSM03,HNADXLPBOMWS01,hnadxlpbomws01,14.94,Virtual,$1.04
HDCTSM03,FAHMLGSPFE102,fahmlgspfe102,14.93,Virtual,$1.04
HDCTSM03,GAHMLGSPFF202,gahmlgspff202,14.93,Virtual,$1.04
HDCTSM03,FAHMLGSPFG102,fahmlgspfg102,14.91,Virtual,$1.04
HDCTSM03,HNAQXLCVCC03,hnaqxlcvcc03,14.74,Virtual,$1.03
HDCTSM03,CHCMAMQ1T2Q,chcmamq1t2q,14.73,Virtual,$1.03
HDCTSM03,FAHMLGSPFR101,fahmlgspfr101,14.73,Virtual,$1.03
HDCTSM03,DAHMLGSPDF101,dahmlgspdf101,14.53,Virtual,$1.01
HDCTSM03,FAHMLGSPFE103,fahmlgspfe103,14.51,Virtual,$1.01
HDCTSM03,KYNNHLTSMDM01,kynnhltsmdm01,14.32,Virtual,$1.00
HDCTSM03,HNADXLNCMLAPP01,hnadxlncmlapp01,14.28,Virtual,$.99
HDCTSM03,HNAQXLIDPSPDB01,hnaqxlidpspdb01,14.24,Virtual,$.99
HDCTSM03,HNAQXLPBOMWS01,hnaqxlpbomws01,14.22,Virtual,$.99
HDCTSM03,HNAFLGSPFB1D1,hnaflgspfb1d1,14.21,Virtual,$.99
HDCTSM03,HNAQXWSQL01_SQL,HNAQXWSQL01,14.19,Virtual,$.99
HDCTSM03,HNADXLNGACBS01,hnadxlngacbs01,14.12,Virtual,$.98
HDCTSM03,KYNNHLTSMDM03,kynnhltsmdm03,13.99,Virtual,$.97
HDCTSM03,CHEBIZFS2T3Q,chebizfs2t3q,13.9,Virtual,$.97
HDCTSM03,HNADXLESASS01,hnadxlesass01,13.76,Virtual,$.96
HDCTSM03,FAHMLGSPFB105,fahmlgspfb105,13.73,Virtual,$.96
HDCTSM03,HNAQXLPBOMWS02,hnaqxlpbomws02,13.55,Virtual,$.94
HDCTSM03,KYNNHLTSMDM04,kynnhltsmdm04,13.46,Virtual,$.94
HDCTSM03,HNAUXLNCMLAPP01,hnauxlncmlapp01,13.33,Virtual,$.93
HDCTSM03,FAHMLGSPFB104,fahmlgspfb104,13.29,Virtual,$.93
HDCTSM03,HNADXLMADPDB01_DB2,hnadxlmadpdb01,13.24,Virtual,$.92
HDCTSM03,AHMQXLCDPZOO01,ahmqxlcdpzoo01,13.09,Virtual,$.91
HDCTSM03,INDXWPATMQCL01_CLU,INDXWPATMQ01,13.05,Virtual,$.91
HDCTSM03,AIXCMSDB1Q_DB2,aixcmsdb1q.ham.am.honda.com,13.02,Virtual,$.91
HDCTSM03,FAHMLGSPFF102,fahmlgspff102,12.7,Virtual,$.88
HDCTSM03,FAHMLGSPFF101,fahmlgspff101,12.6,Virtual,$.88
HDCTSM03,FAHMLGSPFN101,fahmlgspfn101,12.6,Virtual,$.88
HDCTSM03,KYNNHLTSMDM07,kynnhltsmdm07,12.55,Virtual,$.87
HDCTSM03,KYNNHLTSMPXY02,kynnhltsmpxy02.amerhonda.com,12.55,Virtual,$.87
HDCTSM03,HNADXLCVCH02,hnadxlcvch02,12.47,Virtual,$.87
HDCTSM03,HNAQXLESASS01,hnaqxlesass01,12.44,Virtual,$.87
HDCTSM03,KYNNHLTSMPXY01,kynnhltsmpxy01.amerhonda.com,12.44,Virtual,$.87
HDCTSM03,HNAFLGSPFB1D2,hnaflgspfb1d2,12,Virtual,$.84
HDCTSM03,D_PIBMDCLTEM03,PIBMDCLTEM03.amerhonda.com,11.99,Virtual,$.83
HDCTSM03,HNAQXWA2QDBCL01_SQL,HNAQXWA2QDBV01,11.93,Virtual,$.83
HDCTSM03,FAHMLGSPFB102,fahmlgspfb102,11.9,Virtual,$.83
HDCTSM03,HNAQXLIDPSPJB01,hnaqxlidpspjb01.amerhonda.com,11.89,Virtual,$.83
HDCTSM03,M_AHMQXLRINCAPP02,ahmqxlrincapp02,11.74,Virtual,$.82
HDCTSM03,KYNNHLTSMDM11,kynnhltsmdm11,11.48,Virtual,$.80
HDCTSM03,KYNNHLTSMDM08,kynnhltsmdm08,11.44,Virtual,$.80
HDCTSM03,HNASXLCVFD02,hnasxlcvfd02.amerhonda.com,11.33,Virtual,$.79
HDCTSM03,KYNNHLTSMDM02,kynnhltsmdm02,11.33,Virtual,$.79
HDCTSM03,KYNNHLTSMDM10,kynnhltsmdm10,11.31,Virtual,$.79
HDCTSM03,KYNNHLTSMDM05,kynnhltsmdm05,11.3,Virtual,$.79
HDCTSM03,KYNNHLTSMDM09,kynnhltsmdm09,11.12,Virtual,$.77
HDCTSM03,KYNNHLTSMDM06,kynnhltsmdm06,11.02,Virtual,$.77
HDCTSM03,HNAQXWCPSQLCL01,HNAQXWCPSQL01,10.91,Virtual,$.76
HDCTSM03,ECRMQED2,ecrmqed2,10.8,Virtual,$.75
HDCTSM03,HNAGLGSPFB2D3,hnaglgspfb2d3,10.76,Virtual,$.75
HDCTSM03,HNAUXLNCMLAPP02,hnauxlncmlapp02,10.62,Virtual,$.74
HDCTSM03,HNADXLCVFD02,hnadxlcvfd02.amerhonda.com,10.61,Virtual,$.74
HDCTSM03,HFCQSQLV11,HFCQXWCASSQL11,10.57,Virtual,$.73
HDCTSM03,INQXLLESAPP01,inqxllesapp01,10.57,Virtual,$.73
HDCTSM03,QAHMLGSPQTX04,qahmlgspqtx04,10.57,Virtual,$.73
HDCTSM03,CHCMUDB1T2Q_DB2,chcmudb1t2q,10.39,Virtual,$.72
HDCTSM03,M_AHMQXLRINCAPP01,ahmqxlrincapp01,10.3,Virtual,$.72
HDCTSM03,SAHMLGSPSN101,sahmlgspsn101,10.29,Virtual,$.72
HDCTSM03,HNACXLCVFD02,hnacxlcvfd02.amerhonda.com,10.24,Virtual,$.71
HDCTSM03,WD_HNAQXWADFSCL01_CLU,HNAQXWADFSAP02,10.05,Virtual,$.70
HDCTSM03,AIXDB03D_DB2,aixdb03d,9.73,Virtual,$.68
HDCTSM03,INQXWPATSQLCL11,INQXWPATSQL12,9.43,Virtual,$.66
HDCTSM03,HNAGLGSPHPLUG01,hnaglgsphplug01,9.36,Virtual,$.65
HDCTSM03,HNAUXLCVCC02,hnauxlcvcc02,9.36,Virtual,$.65
HDCTSM03,INQXWSTGSQLCL11,INQXWSTGSQL12,9.35,Virtual,$.65
HDCTSM03,HNAQXWVERSQL01_SQL,HNAQXWVERSQL01,9.22,Virtual,$.64
HDCTSM03,INUXLLESAPP01,inuxllesapp01,9.17,Virtual,$.64
HDCTSM03,INUXLLESAPP02,inuxllesapp02,9.17,Virtual,$.64
HDCTSM03,HNAQXLESZKS03,hnaqxleszks03,9.09,Virtual,$.63
HDCTSM03,HNADXLNCMLDB01_DB2,hnadxlncmldb01,9,Virtual,$.63
HDCTSM03,HNAFLGSPFF1D1,hnaflgspff1d1,8.86,Virtual,$.62
HDCTSM03,HNADXLCVCH02A,hnadxlcvch02a.amerhonda.com,8.8,Virtual,$.61
HDCTSM03,UAHMLGSPTF201,uahmlgsptf201,8.8,Virtual,$.61
HDCTSM03,HNAUXLCVFD02,hnauxlcvfd02.amerhonda.com,8.76,Virtual,$.61
HDCTSM03,M_AHMQXLRINCDB01,ahmqxlrincdb01,8.71,Virtual,$.60
HDCTSM03,INRXLDXPAPP01,inrxldxpapp01,8.6,Virtual,$.60
HDCTSM03,HNAGLGSPHPLUG02,hnaglgsphplug02,8.59,Virtual,$.60
HDCTSM03,AHMQXWPASDBCL01_CLU,AHMQXWPASDB02,8.18,Virtual,$.57
HDCTSM03,TSMSCRIPTS,,8.11,Virtual,$.56
HDCTSM03,D_HNAQXWCMSSQL01_SQL,HNAQXWCMSSQL01,8.1,Virtual,$.56
HDCTSM03,AHMDXLTDI01,ahmdxltdi01,7.62,Virtual,$.53
HDCTSM03,HNADXLCVCC02,hnadxlcvcc02,7.6,Virtual,$.53
HDCTSM03,HNASXWGSPSTX02_SQL,HNASXWGSPSTX02,7.6,Virtual,$.53
HDCTSM03,HNADXLIDPSPDB01_DB2,hnadxlidpspdb01,7.53,Virtual,$.52
HDCTSM03,HNACXLCVCC02,hnacxlcvcc02,7.51,Virtual,$.52
HDCTSM03,HNASXLCVCC02,hnasxlcvcc02,7.46,Virtual,$.52
HDCTSM03,D_HNASXLCVCH03A,hnasxlcvch03a.amerhonda.com,7.05,Virtual,$.49
HDCTSM03,D_HNASXLCVFD02A,hnasxlcvfd02a.amerhonda.com,7.05,Virtual,$.49
HDCTSM03,HNAQXLESZKS02,hnaqxleszks02,6.98,Virtual,$.48
HDCTSM03,D_HNASXLCVCC02A,hnasxlcvcc02,6.92,Virtual,$.48
HDCTSM03,WD_HNAQXLCVFD03A,hnaqxlcvfd03.amerhonda.com,6.88,Virtual,$.48
HDCTSM03,WD_HNADXLCVCC02A,hnadxlcvcc02,6.84,Virtual,$.47
HDCTSM03,WD_HNAQXLCVCC03A,hnaqxlcvcc03,6.83,Virtual,$.47
HDCTSM03,WD_HNADXLCVFD02A,hnadxlcvfd02a.amerhonda.com,6.72,Virtual,$.47
HDCTSM03,WD_IBMPHLTEPS02,ibmphlteps02.amerhonda.com,6.57,Virtual,$.45
HDCTSM03,HNAQXLMADPDBV2_DB2,hnaqxlmadpdb03,6.49,Virtual,$.45
HDCTSM03,M_AHMQXLRINCDB02,ahmqxlrincdb02,6.49,Virtual,$.45
HDCTSM03,HNASXLGSPSTX01,hnasxlgspstx01,6.3,Virtual,$.44
HDCTSM03,TAHMDCLAUTDB01_DB2,tahmdclautdb01,6.09,Virtual,$.42
HDCTSM03,HNADXLPAMDAP01,hnadxlpamdap01,6.05,Virtual,$.42
HDCTSM03,HNAQXWA2QDBCL01_CLU,HNAQXWA2QDB02,5.97,Virtual,$.41
HDCTSM03,HNADWGSPDB31_SQL,HNADWGSPDB31,5.68,Virtual,$.39
HDCTSM03,D_AHMDXLSTDB01,ahmdxlstdb01,5.52,Virtual,$.38
HDCTSM03,HAMQXWSQL024_SQL,HAMQXWSQL024,5.39,Virtual,$.37
HDCTSM03,HNAQXWCMQSQL01_SQL,HNAQXWCMQSQL01,5.35,Virtual,$.37
HDCTSM03,HNADXWCMQSQL01_SQL,HNADXWCMQSQL01,5.26,Virtual,$.36
HDCTSM03,D_HFCQXWDLDBV01_DB2,HFCQXWDLDB001,4.52,Virtual,$.31
HDCTSM03,HNADXWGSPDTX02_SQL,HNADXWGSPDTX02,4.43,Virtual,$.31
HDCTSM03,D_HNADXLOLDB01A_DB2,hnadxloldb01a,3.74,Virtual,$.26
HDCTSM03,HNADXWVDISQL01_SQL,HNADXWVDISQL01,3.32,Virtual,$.23
HDCTSM03,CHEBIZSHRUDB1T3Q_DB2,chebizshrudb1t3q,2.9,Virtual,$.20
HDCTSM03,HFCUXWCPSQL01_SQL,HFCUXWCPSQL01,2.86,Virtual,$.20
HDCTSM03,HNAQXWGSPQTX02_SQL,HNAQXWGSPQTX02,2.86,Virtual,$.20
HDCTSM03,HNAQXLOLDB01A_DB2,hnaqxloldb01a,2.71,Virtual,$.18
HDCTSM03,D_CHTMSUDBUAT_DB2,chtmsudbuat,2.56,Virtual,$.17
HDCTSM03,AHMDXWUNIFSQL01_SQL,AHMDXWUNIFSQL01,2.33,Virtual,$.16
HDCTSM03,AIXDB04D_DB2,aixdb04d,2.27,Virtual,$.15
HDCTSM03,AIXDBGW1T_DB2,aixdbgw1t.ham.am.honda.com,1.4,Virtual,$.09
HDCTSM03,HFCQXWCPAPPCL11_CLU,HFCQXWCPAPP11,1.38,Virtual,$.09
HDCTSM03,M_AHMPHALDAP01_DB2,ahmphaldap01,1.26,Virtual,$.08
HDCTSM03,HNADXLSMPDB01_DB2,hnadxlsmpdb01,1.19,Virtual,$.08
HDCTSM03,HNADXWCPSQL01_SQL,HNADXWCPSQL01,0.87,Virtual,$.06
HDCTSM03,INQXWSTGSQLCL11_SQL,INQXWSTGSQLV11,0.8,Virtual,$.05
